000  18.858036 -81.128975 -23.606602  11.829854
001  16.998516 -81.354515 -21.949112  11.951860
002  16.524817 -81.920792 -24.212280  12.467706
003  17.891808 -81.807404 -25.753733  12.498551
004  15.814646 -81.994926 -26.443844  12.682780
005  14.868164 -81.764824 -23.987507  12.317556
006  17.796526 -81.653458 -27.322113  12.512574
007  23.028759 -81.170578 -26.179924  13.003995
008  21.826744 -81.608780 -25.789783  12.997049
009  21.839317 -81.773628 -27.973875  13.454682
010  20.323580 -82.053268 -27.121010  13.228528
011  23.192593 -80.883881 -29.188044  13.310282
012  20.528185 -81.806870 -30.285810  13.657799
013  22.234770 -81.337135 -30.398911  13.706600
014  19.188587 -81.977936 -29.340048  13.344526
015  21.213585 -81.090508 -32.438770  13.779507
016  18.907707 -80.663391 -20.384428  11.618556
017  16.151245 -80.882202 -19.925488  11.638009
018  17.897018 -80.464966 -18.110367  11.726726
019  19.887377 -80.192581 -21.868946  11.133285
020  19.630571 -80.321182 -23.142818  11.140247
021  15.017355 -81.336609 -21.851629  11.890800
022  13.946529 -80.474480 -19.842007  11.159223
023  12.810385 -80.559418 -21.498997  11.180421
024  19.060276 -80.668343 -24.036877  11.396668
025  11.268812 -80.694473 -23.958258  11.493107
026  13.552418 -81.594246 -26.043854  12.317926
027  11.220938 -80.914948 -26.638947  11.879467
028  22.737450 -80.797935 -24.281382  12.407986
029  23.593935 -80.036591 -26.336502  12.195156
030   9.098124 -80.266151 -26.206135  11.564721
031  13.990290 -81.600388 -28.615339  12.592106
032  11.765976 -80.729805 -28.933138  11.917542
033   8.939257 -80.298370 -28.292124  11.818616
034  17.105495 -81.526894 -28.740320  12.555708
035  15.523415 -81.756775 -29.603708  12.883809
036  12.717669 -81.159607 -29.775652  12.411080
037  10.528641 -80.196236 -29.831966  11.688920
038  24.039282 -79.355011 -29.012182  12.250759
039  11.190207 -80.535553 -31.668461  12.299880
040  13.806549 -81.316338 -32.896919  13.215059
041  23.146198 -80.296143 -31.704075  13.466664
042  24.188343 -79.101723 -31.861269  12.925154
043  17.234186 -81.303940 -29.771009  12.546941
044  16.742573 -81.572891 -32.054047  13.312817
045  11.414711 -80.499344 -33.848236  12.819458
046  23.755108 -79.122200 -33.619865  13.368319
047  21.350143 -80.063660 -34.870090  13.758079
048  19.411160 -81.140961 -33.796406  13.825684
049  17.930117 -81.625908 -30.114441  13.004824
050  18.351267 -81.546249 -32.430798  13.580958
051  12.394648 -80.576836 -34.998554  13.194959
052  16.807322 -80.690895 -35.865532  13.726936
053  19.160589 -80.176094 -36.459446  13.913736
054  20.846186 -78.633415 -37.591522  13.582772
055  13.473217 -80.246063 -36.321678  13.338093
056  17.925297 -79.238312 -38.142784  13.642972
057  16.322521 -80.044907 -37.339935  13.719247
058  14.543377 -79.272507 -38.029793  13.259799
059  14.975025 -78.166809 -38.814671  12.760161
060  19.215588 -79.108032 -15.992338  11.205428
061  17.293318 -79.976013 -16.448792  11.562440
062  19.464329 -80.007164 -17.763512  11.637457
063  16.723722 -78.987068 -15.243555  10.781865
064  14.766951 -79.421585 -15.460646  10.963258
065  20.807638 -79.234734 -17.834295  11.169514
066  21.211639 -78.340630 -17.477360  10.564463
067  14.867973 -80.243607 -17.457344  11.343832
068  12.740753 -79.518105 -17.078400  10.687735
069  20.728733 -79.784622 -19.071186  11.356665
070  21.872301 -78.248131 -19.351570  10.158539
071  20.736477 -79.605331 -20.058002  10.978463
072  11.332830 -79.150543 -19.099545  10.108531
073  20.536821 -78.842964 -21.127174  10.034803
074  19.649139 -78.588608 -22.521656   9.465853
075   9.758551 -79.424232 -20.743105  10.513849
076  19.678747 -80.098694 -23.846752  10.931381
077   9.440271 -79.758034 -22.638357  10.847167
078   8.932405 -79.421791 -24.481892  10.684873
079   8.224770 -78.602188 -23.720964  10.033489
080  21.117842 -81.132507 -24.177420  12.248182
081  22.469244 -79.776855 -23.005306  11.346899
082  21.245716 -79.702148 -22.615755  10.909095
083  21.804314 -78.523102 -21.832050  10.007455
084  23.612236 -78.728638 -23.870926  10.846071
085  24.113546 -78.383194 -25.434826  10.862839
086   7.679499 -78.880386 -25.625082  10.532841
087  24.267782 -78.523117 -27.827232  11.380455
088   6.881947 -79.066597 -26.530363  10.993002
089   7.769536 -79.948982 -27.556730  11.677365
090   4.782769 -77.757309 -27.548439  10.421319
091   6.193194 -78.987640 -28.131063  11.229283
092   9.148615 -79.826538 -30.456820  11.599519
093   7.230143 -79.510384 -29.404570  11.553218
094  24.431908 -78.546204 -30.312443  12.086756
095  24.490547 -77.460930 -32.523346  11.937678
096   8.164873 -79.628830 -32.106304  11.921047
097  24.508846 -77.440880 -34.051849  12.487905
098   7.795107 -79.337524 -33.390854  12.083993
099  24.264856 -77.121635 -35.819191  12.850773
