000  18.858036 -81.128975 -23.606602   8.720238
001  16.998516 -81.354515 -21.949112   8.937109
002  16.524817 -81.920792 -24.212280   9.370711
003  17.891808 -81.807404 -25.753733   9.322082
004  15.814646 -81.994926 -26.443844   9.544761
005  14.868164 -81.764824 -23.987507   9.240849
006  17.796526 -81.653458 -27.322113   9.286378
007  23.028759 -81.170578 -26.179924   9.768071
008  21.826744 -81.608780 -25.789783   9.754044
009  21.839317 -81.773628 -27.973875  10.154312
010  20.323580 -82.053268 -27.121010   9.955186
011  23.192593 -80.883881 -29.188044  10.002226
012  20.528185 -81.806870 -30.285810  10.317540
013  22.234770 -81.337135 -30.398911  10.369303
014  19.188587 -81.977936 -29.340048  10.042248
015  21.213585 -81.090508 -32.438770  10.421792
016  18.907707 -80.663391 -20.384428   8.705611
017  16.151245 -80.882202 -19.925488   8.713605
018  17.897018 -80.464966 -18.110367   8.907120
019  19.887377 -80.192581 -21.868946   8.120925
020  19.630571 -80.321182 -23.142818   8.044536
021  15.017355 -81.336609 -21.851629   8.875639
022  13.946529 -80.474480 -19.842007   8.253081
023  12.810385 -80.559418 -21.498997   8.218075
024  19.060276 -80.668343 -24.036877   8.259571
025  11.268812 -80.694473 -23.958258   8.513903
026  13.552418 -81.594246 -26.043854   9.227221
027  11.220938 -80.914948 -26.638947   8.857913
028  22.737450 -80.797935 -24.281382   9.244409
029  23.593935 -80.036591 -26.336502   8.984071
030   9.098124 -80.266151 -26.206135   8.659627
031  13.990290 -81.600388 -28.615339   9.438266
032  11.765976 -80.729805 -28.933138   8.808358
033   8.939257 -80.298370 -28.292124   8.874597
034  17.105495 -81.526894 -28.740320   9.317410
035  15.523415 -81.756775 -29.603708   9.673051
036  12.717669 -81.159607 -29.775652   9.251156
037  10.528641 -80.196236 -29.831966   8.597120
038  24.039282 -79.355011 -29.012182   8.994405
039  11.190207 -80.535553 -31.668461   9.125431
040  13.806549 -81.316338 -32.896919   9.972452
041  23.146198 -80.296143 -31.704075  10.145196
042  24.188343 -79.101723 -31.861269   9.649146
043  17.234186 -81.303940 -29.771009   9.275384
044  16.742573 -81.572891 -32.054047  10.005447
045  11.414711 -80.499344 -33.848236   9.603149
046  23.755108 -79.122200 -33.619865  10.068014
047  21.350143 -80.063660 -34.870090  10.404667
048  19.411160 -81.140961 -33.796406  10.461304
049  17.930117 -81.625908 -30.114441   9.704224
050  18.351267 -81.546249 -32.430798  10.231835
051  12.394648 -80.576836 -34.998554   9.940706
052  16.807322 -80.690895 -35.865532  10.367926
053  19.160589 -80.176094 -36.459446  10.545408
054  20.846186 -78.633415 -37.591522  10.251944
055  13.473217 -80.246063 -36.321678  10.056393
056  17.925297 -79.238312 -38.142784  10.301355
