000  18.858036 -81.128975 -23.606602   9.352638
001  16.998516 -81.354515 -21.949112   9.563235
002  16.524817 -81.920792 -24.212280  10.007571
003  17.891808 -81.807404 -25.753733   9.978270
004  15.814646 -81.994926 -26.443844  10.190081
005  14.868164 -81.764824 -23.987507   9.877282
006  17.796526 -81.653458 -27.322113   9.951316
007  23.028759 -81.170578 -26.179924  10.435135
008  21.826744 -81.608780 -25.789783  10.422312
009  21.839317 -81.773628 -27.973875  10.837741
010  20.323580 -82.053268 -27.121010  10.628820
011  23.192593 -80.883881 -29.188044  10.686183
012  20.528185 -81.806870 -30.285810  11.007860
013  22.234770 -81.337135 -30.398911  11.058927
014  19.188587 -81.977936 -29.340048  10.722866
015  21.213585 -81.090508 -32.438770  11.116367
016  18.907707 -80.663391 -20.384428   9.302810
017  16.151245 -80.882202 -19.925488   9.306184
018  17.897018 -80.464966 -18.110367   9.501390
019  19.887377 -80.192581 -21.868946   8.735450
020  19.630571 -80.321182 -23.142818   8.678447
021  15.017355 -81.336609 -21.851629   9.490421
022  13.946529 -80.474480 -19.842007   8.841472
023  12.810385 -80.559418 -21.498997   8.822829
024  19.060276 -80.668343 -24.036877   8.905715
025  11.268812 -80.694473 -23.958258   9.122459
026  13.552418 -81.594246 -26.043854   9.861111
027  11.220938 -80.914948 -26.638947   9.475400
028  22.737450 -80.797935 -24.281382   9.896129
029  23.593935 -80.036591 -26.336502   9.644882
030   9.098124 -80.266151 -26.206135   9.252519
031  13.990290 -81.600388 -28.615339  10.093632
032  11.765976 -80.729805 -28.933138   9.449041
033   8.939257 -80.298370 -28.292124   9.478415
034  17.105495 -81.526894 -28.740320   9.983459
035  15.523415 -81.756775 -29.603708  10.334994
036  12.717669 -81.159607 -29.775652   9.902579
037  10.528641 -80.196236 -29.831966   9.224591
038  24.039282 -79.355011 -29.012182   9.662991
039  11.190207 -80.535553 -31.668461   9.776328
040  13.806549 -81.316338 -32.896919  10.638303
041  23.146198 -80.296143 -31.704075  10.830663
042  24.188343 -79.101723 -31.861269  10.322942
043  17.234186 -81.303940 -29.771009   9.950402
044  16.742573 -81.572891 -32.054047  10.688999
045  11.414711 -80.499344 -33.848236  10.265997
046  23.755108 -79.122200 -33.619865  10.748910
047  21.350143 -80.063660 -34.870090  11.097999
048  19.411160 -81.140961 -33.796406  11.157404
049  17.930117 -81.625908 -30.114441  10.384276
050  18.351267 -81.546249 -32.430798  10.924188
051  12.394648 -80.576836 -34.998554  10.610641
052  16.807322 -80.690895 -35.865532  11.062681
