000  27.183588 -88.282272 -23.530764  13.816561
001  28.432768 -87.638519 -22.965885  13.527431
002  26.364948 -87.885620 -21.980131  13.274332
003  27.996435 -88.445343 -25.790529  14.274656
004  29.076958 -87.947052 -24.940655  14.058262
005  26.041523 -88.314651 -24.713608  13.666345
006  29.709249 -87.854385 -26.897429  14.334688
007  30.602064 -86.430099 -24.350119  13.212338
008  31.231421 -86.565323 -27.498089  13.819684
009  26.985655 -88.494644 -27.526379  14.284789
010  25.387892 -88.118683 -27.868443  13.724300
011  28.747200 -88.293304 -28.889175  14.716802
012  30.443617 -87.284500 -30.317245  14.561590
013  27.561090 -88.311218 -30.012321  14.658555
014  26.376074 -88.120132 -30.263092  14.315442
015  29.311781 -87.628143 -32.108078  14.888291
016  25.102114 -87.633194 -29.631165  13.561344
017  18.403267 -87.698654 -30.890970  14.033031
018  16.333473 -87.263748 -31.110943  13.679793
019  17.185518 -87.488586 -32.005287  14.106413
020  30.308981 -86.964706 -33.132828  14.847776
021  27.312933 -87.529129 -33.210732  14.623730
022  25.465145 -87.396088 -31.993374  13.922680
023  28.973036 -87.296585 -33.965420  14.988280
024  16.502289 -86.758224 -33.277512  13.753013
025  26.095755 -87.023148 -33.798393  14.153725
026  27.404697 -87.137726 -20.310135  12.892058
027  25.911264 -86.945160 -18.722591  12.575862
028  29.282717 -86.382095 -21.434929  12.690757
029  27.983723 -85.653397 -18.644958  11.901599
030  23.735682 -87.120651 -18.925955  12.450927
031  23.049364 -87.453690 -22.106968  12.547191
032  24.615211 -88.027328 -25.918406  13.301873
033  23.387104 -87.846329 -25.950893  13.075723
034  20.836535 -87.054276 -23.536495  12.318740
035  22.130041 -87.588943 -26.774286  12.954252
036  24.932039 -87.369034 -28.382296  13.028376
037  17.508799 -87.272888 -24.381474  12.861061
038  16.585125 -87.127777 -26.063969  12.823959
039  18.486580 -87.272125 -25.903507  12.838640
040  18.902605 -87.047852 -23.452272  12.543781
041  19.906284 -86.936905 -24.385630  12.331378
042  31.482208 -85.660156 -25.754072  12.985353
043  20.336611 -86.996521 -25.397484  12.392156
044  18.780285 -87.613083 -28.023798  13.397969
045  16.930487 -87.456863 -28.329924  13.363155
046  15.025985 -86.568329 -27.399185  12.433466
047  31.919392 -85.959763 -31.101112  14.130646
048  32.174282 -85.753311 -29.385782  13.772693
049  25.160625 -87.414673 -28.830256  13.187498
050  20.892309 -87.482071 -28.028873  13.132701
051  15.175712 -86.691437 -29.108290  12.759416
052  13.875085 -85.515259 -28.186342  11.565509
053  14.633594 -86.142792 -30.569305  12.532883
054  23.362143 -87.606354 -28.866831  13.287743
055  22.487135 -87.329987 -31.587059  13.704461
056  24.474022 -87.241943 -31.645924  13.624314
057  15.236592 -85.928543 -32.821350  12.880061
058  24.918539 -87.058563 -30.893307  13.280783
059  24.947594 -86.651016 -32.459351  13.299849
060  24.686878 -86.919250 -30.712984  13.087703
061  31.738029 -85.744461 -34.041622  14.541795
062  25.421015 -86.587784 -33.335358  13.530008
063  24.346125 -86.746719 -33.355614  13.635471
064  20.701891 -87.209671 -33.732666  14.255416
065  18.278709 -87.200699 -33.603870  14.280862
066  25.461273 -86.132294 -34.316902  13.430310
067  17.785910 -86.528473 -34.750767  13.974985
068  27.995975 -86.337524 -36.260357  14.648764
069  29.548824 -86.568115 -35.793327  15.060155
070  22.502163 -86.409225 -35.435928  13.955915
071  24.794888 -86.030609 -34.235374  13.261838
072  20.451902 -86.276672 -36.099545  14.058038
073  26.286057 -86.013962 -35.299828  13.736601
074  26.032692 -85.313538 -16.497959  11.511222
075  24.606611 -86.658920 -17.613449  12.294925
076  23.675236 -86.203049 -17.105989  11.868025
077  22.363308 -86.021393 -17.816254  11.525057
078  20.765768 -86.346146 -21.420324  11.624956
079  20.636013 -84.386810 -18.634287   9.936244
080  20.644712 -85.500854 -19.636406  10.920225
081  29.739248 -85.292633 -21.131073  11.909528
082  29.080790 -84.631104 -19.102913  11.297141
083  17.305813 -86.082840 -19.143148  11.980951
084  19.972847 -85.774078 -20.577553  11.213437
085  19.800825 -84.807831 -19.436663  10.375171
086  20.240660 -84.834976 -20.327482  10.262589
087  18.089785 -86.846481 -20.960634  12.529897
088  15.919198 -86.823349 -20.238871  12.764569
089  14.597478 -86.359726 -19.433926  12.473109
090  13.255605 -86.436279 -20.150366  12.619594
091  20.012388 -86.503159 -22.692013  11.878842
092  16.611696 -87.119629 -22.239031  12.861931
093  14.909566 -86.903824 -21.475559  12.831630
094  12.873277 -86.459839 -22.172121  12.576054
095   9.900823 -85.512390 -23.091511  12.244399
096  11.127091 -85.865906 -23.924177  12.277135
097  31.039877 -83.978683 -23.059908  11.267651
098  20.299400 -85.648026 -22.637354  10.989567
099  12.266694 -86.286362 -24.823830  12.409972
100  14.798175 -86.910751 -24.487293  12.700791
101  10.842053 -85.493820 -25.431627  11.966609
102  20.338140 -85.951141 -23.628914  11.293869
103  14.252477 -86.598785 -26.122820  12.445673
104  12.407111 -85.946671 -26.323984  12.064040
105  10.558454 -84.902008 -26.230515  11.484600
106  11.279281 -84.565170 -27.269962  11.023887
107  12.533257 -85.215286 -27.594915  11.411296
108  32.098293 -85.113251 -27.651987  12.970434
109  31.978168 -83.934113 -26.300297  11.798682
110  12.626502 -84.679871 -28.461313  10.969167
111  13.416343 -84.554810 -28.796425  10.762791
112  25.303864 -86.252472 -29.460289  12.199047
113  25.404531 -86.760712 -29.695911  12.753642
114  14.321492 -85.146118 -29.490576  11.359478
115  32.599068 -84.575760 -30.480793  13.158078
116  25.224182 -86.727753 -30.276730  12.838480
117  25.752892 -85.528992 -30.779156  11.851409
118  21.046890 -87.144501 -25.634401  12.487109
119  14.688079 -85.304413 -30.960548  11.806560
120  25.383451 -86.259842 -31.533159  12.702850
121  25.662663 -84.215790 -32.157696  10.944152
122  14.776162 -85.554016 -31.724272  12.248679
123  25.473009 -86.441391 -32.938545  13.276033
124  25.396708 -85.558960 -33.414810  12.584422
125  25.266581 -86.053253 -31.292255  12.434395
126  32.832344 -84.590759 -33.478390  13.901783
127  24.647221 -86.312347 -33.498516  13.278244
128  25.244787 -85.428680 -33.328041  12.421869
129  16.267879 -85.883514 -34.431889  13.254458
130  30.850113 -85.893448 -36.333694  15.060510
131  32.797367 -84.630127 -35.601425  14.532887
132  22.823795 -85.578766 -36.130268  13.371669
133  24.131662 -84.621964 -35.427540  12.309361
134  25.041245 -84.176910 -34.690697  11.695798
135  18.393364 -85.737045 -36.513363  13.696486
136  22.570463 -84.541656 -36.814415  12.559121
137  20.304119 -84.804672 -37.478718  12.946912
138  29.418589 -85.738632 -37.698277  14.992886
139  26.856747 -85.119644 -36.829750  13.548617
140  28.636734 -84.987717 -38.629276  14.476995
141  13.509336 -84.424179 -13.268388  11.520369
142  10.815366 -85.074570 -15.853694  11.843802
143  12.073815 -85.526398 -16.327297  12.079650
144  13.872441 -85.126663 -15.038819  11.783615
145  15.256038 -84.825684 -15.108389  11.406676
146  13.623507 -85.327744 -16.645012  11.737243
147  15.348117 -84.597961 -16.764835  10.914558
148  11.116635 -85.863083 -18.130032  12.368409
149  28.049685 -84.030579 -16.017784  11.107884
150  26.662514 -83.975464 -14.698851  10.991016
